#  ED1D2      ELS        BBC1       BBC2       BBC3       BBC3M
0 -117.9070  -116.1475  -117.5168  -117.5168  -117.4810  -117.5049
1 -110.3481  -107.9470  -109.4904  -109.4904  -109.4517  -109.4776
2 -106.2066  -103.3033  -104.7259  -104.7259  -104.6737  -104.7085
3 -103.0648   -99.9237  -101.6517  -101.6517  -101.5700  -101.6243
4 -100.4038   -97.3132   -99.0770   -99.0770   -98.9388   -99.0311
5  -98.1661   -95.1344   -96.9555   -96.9555   -96.6831   -96.8674
6  -96.7265   -93.6846   -95.5916   -95.5916   -95.2838   -95.5854
7  -96.1565   -93.0457   -94.9684   -94.9684   -94.5328   -94.9628
