#  ED1D2      ELS        BBC1       BBC2       BBC3       BBC3M
0  -96.9854  -104.7334  -105.5703  -105.5703  -105.5352  -105.5703
1  -96.9861  -104.7339  -105.5708  -105.5708  -105.5357  -105.5708
2  -96.9848  -104.7336  -105.5705  -105.5705  -105.5354  -105.5705
3  -96.9848  -104.7337  -105.5706  -105.5706  -105.5356  -105.5706
4  -96.9852  -104.7335  -105.5704  -105.5704  -105.5353  -105.5704
5  -96.9852  -104.7336  -105.5705  -105.5705  -105.5354  -105.5705
6  -96.9858  -104.7342  -105.5710  -105.5710  -105.5360  -105.5710
7  -96.7448  -104.7340  -105.5708  -105.5708  -105.5358  -105.5708
